source_object,evidence_id,graph_object_type,graph_object_id,ir_object_id,question_or_decision,generated_code_location,validation_result
Architecture Diagram to IaC Compiler.pptx:slide5.xml:30,ev-38fbb44d8b75b83c,node,ev-38fbb44d8b75b83c,ev-38fbb44d8b75b83c,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1100,passed
Architecture Diagram to IaC Compiler.pptx:slide5.xml:32,ev-7cbc88cd96c6a8ed,node,ev-7cbc88cd96c6a8ed,ev-7cbc88cd96c6a8ed,none,main.bicep#L1108,passed
Architecture Diagram to IaC Compiler.pptx:slide5.xml:33,ev-0dc9d5f8e42a0c50,edge,ev-0dc9d5f8e42a0c50,,question:LOW_EDGE_CONFIDENCE,main.bicep#L4152,passed
Architecture Diagram to IaC Compiler.pptx:slide5.xml:34,ev-d3f2336541638193,edge,ev-d3f2336541638193,,question:LOW_EDGE_CONFIDENCE,main.bicep#L4158,passed
Architecture Diagram to IaC Compiler.pptx:slide5.xml:35,ev-479fc7cd3ac042eb,edge,ev-479fc7cd3ac042eb,,question:LOW_EDGE_CONFIDENCE,main.bicep#L4164,passed
Architecture Diagram to IaC Compiler.pptx:slide5.xml:36,ev-af400eeedec84811,edge,ev-af400eeedec84811,,question:LOW_EDGE_CONFIDENCE,main.bicep#L4170,passed
Architecture Diagram to IaC Compiler.pptx:slide5.xml:37,ev-c9ebf808e829bb47,node,ev-c9ebf808e829bb47,ev-c9ebf808e829bb47,none,main.bicep#L1116,passed
Architecture Diagram to IaC Compiler.pptx:slide5.xml:38,ev-def548715a59fe18,node,ev-def548715a59fe18,ev-def548715a59fe18,none,main.bicep#L1124,passed
Architecture Diagram to IaC Compiler.pptx:slide5.xml:39,ev-bfaa62f36ecfa898,node,ev-bfaa62f36ecfa898,ev-bfaa62f36ecfa898,none,main.bicep#L1132,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:2,ev-1ef91e1a18ac9006,node,ev-1ef91e1a18ac9006,ev-1ef91e1a18ac9006,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1140,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:3,ev-4d866af59abba1cb,node,ev-4d866af59abba1cb,ev-4d866af59abba1cb,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1148,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:4,ev-2bd11f77ffd2493c,node,ev-2bd11f77ffd2493c,ev-2bd11f77ffd2493c,none,main.bicep#L1156,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:5,ev-faad14ddb89f2b53,node,ev-faad14ddb89f2b53,ev-faad14ddb89f2b53,none,main.bicep#L1164,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:6,ev-7cc2094f7d3eecb3,node,ev-7cc2094f7d3eecb3,ev-7cc2094f7d3eecb3,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1172,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:7,ev-8ff3bd86606ac63b,node,ev-8ff3bd86606ac63b,ev-8ff3bd86606ac63b,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1180,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:9,ev-ebbd478b8f7a2849,node,ev-ebbd478b8f7a2849,ev-ebbd478b8f7a2849,none,main.bicep#L1188,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:10,ev-4cc61d10faeba673,node,ev-4cc61d10faeba673,ev-4cc61d10faeba673,none,main.bicep#L1196,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:11,ev-8f6d3ac82f23d582,node,ev-8f6d3ac82f23d582,ev-8f6d3ac82f23d582,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1204,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:12,ev-2210a15d0c2d50aa,node,ev-2210a15d0c2d50aa,ev-2210a15d0c2d50aa,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1212,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:14,ev-703d62295cf7cc42,node,ev-703d62295cf7cc42,ev-703d62295cf7cc42,none,main.bicep#L1220,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:15,ev-9df26abbbe9810f5,node,ev-9df26abbbe9810f5,ev-9df26abbbe9810f5,none,main.bicep#L1228,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:16,ev-1b819653cc02bd8d,node,ev-1b819653cc02bd8d,ev-1b819653cc02bd8d,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1236,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:17,ev-698af446e2a23798,node,ev-698af446e2a23798,ev-698af446e2a23798,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1244,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:19,ev-371cf735f0d1f61e,node,ev-371cf735f0d1f61e,ev-371cf735f0d1f61e,none,main.bicep#L1252,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:20,ev-97b1b091a45d0217,node,ev-97b1b091a45d0217,ev-97b1b091a45d0217,none,main.bicep#L1260,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:21,ev-41d94442143ba22d,node,ev-41d94442143ba22d,ev-41d94442143ba22d,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1268,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:22,ev-4e5992288f0e3eea,node,ev-4e5992288f0e3eea,ev-4e5992288f0e3eea,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1276,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:24,ev-b550797d7c7cf799,node,ev-b550797d7c7cf799,ev-b550797d7c7cf799,none,main.bicep#L1284,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:25,ev-ac2318b2abe1b00d,node,ev-ac2318b2abe1b00d,ev-ac2318b2abe1b00d,none,main.bicep#L1292,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:26,ev-4b18a3b9b998f0b4,node,ev-4b18a3b9b998f0b4,ev-4b18a3b9b998f0b4,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1300,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:27,ev-d2e6ab25a61293a8,node,ev-d2e6ab25a61293a8,ev-d2e6ab25a61293a8,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1308,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:29,ev-1c4e34d514130a57,node,ev-1c4e34d514130a57,ev-1c4e34d514130a57,none,main.bicep#L1316,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:30,ev-8eba7995217fb96a,node,ev-8eba7995217fb96a,ev-8eba7995217fb96a,none,main.bicep#L1324,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:31,ev-f7851b62d4ae6c53,node,ev-f7851b62d4ae6c53,ev-f7851b62d4ae6c53,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1332,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:32,ev-bf76964022cd66bc,node,ev-bf76964022cd66bc,ev-bf76964022cd66bc,none,main.bicep#L1340,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:33,ev-1c034013035715b1,node,ev-1c034013035715b1,ev-1c034013035715b1,none,main.bicep#L1348,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:34,ev-dda37f5c73f0af5f,node,ev-dda37f5c73f0af5f,ev-dda37f5c73f0af5f,none,main.bicep#L1356,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:2,ev-c45f2e34161fa672,node,ev-c45f2e34161fa672,ev-c45f2e34161fa672,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1364,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:3,ev-e0ebb65742e48994,node,ev-e0ebb65742e48994,ev-e0ebb65742e48994,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1372,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:4,ev-46b46541ef2e9977,node,ev-46b46541ef2e9977,ev-46b46541ef2e9977,none,main.bicep#L1380,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:5,ev-d6d011983620eae9,node,ev-d6d011983620eae9,ev-d6d011983620eae9,none,main.bicep#L1388,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:6,ev-431585bdf6a0f5b6,node,ev-431585bdf6a0f5b6,ev-431585bdf6a0f5b6,none,main.bicep#L1396,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:7,ev-f407750e4d4ee510,node,ev-f407750e4d4ee510,ev-f407750e4d4ee510,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1404,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:9,ev-4872fd13e296de91,node,ev-4872fd13e296de91,ev-4872fd13e296de91,none,main.bicep#L1412,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:10,ev-247988984a3314a2,node,ev-247988984a3314a2,ev-247988984a3314a2,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1420,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:12,ev-4879959b8399fcc7,node,ev-4879959b8399fcc7,ev-4879959b8399fcc7,none,main.bicep#L1428,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:13,ev-974586519e951bb7,node,ev-974586519e951bb7,ev-974586519e951bb7,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1436,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:15,ev-c91e05c7239c6ac3,node,ev-c91e05c7239c6ac3,ev-c91e05c7239c6ac3,none,main.bicep#L1444,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:16,ev-aa917340c71f880d,node,ev-aa917340c71f880d,ev-aa917340c71f880d,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1452,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:18,ev-7a00f826cb3d7256,node,ev-7a00f826cb3d7256,ev-7a00f826cb3d7256,none,main.bicep#L1460,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:19,ev-8f0f4b6733b437d5,node,ev-8f0f4b6733b437d5,ev-8f0f4b6733b437d5,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1468,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:21,ev-f4a3c9b59e4060ac,node,ev-f4a3c9b59e4060ac,ev-f4a3c9b59e4060ac,none,main.bicep#L1476,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:22,ev-ca921a4bc0a659cf,node,ev-ca921a4bc0a659cf,ev-ca921a4bc0a659cf,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1484,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:24,ev-bf1cbc4cca912816,node,ev-bf1cbc4cca912816,ev-bf1cbc4cca912816,none,main.bicep#L1492,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:25,ev-5c073f623d20f84e,node,ev-5c073f623d20f84e,ev-5c073f623d20f84e,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1500,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:27,ev-a2880da762b9fc5a,node,ev-a2880da762b9fc5a,ev-a2880da762b9fc5a,none,main.bicep#L1508,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:28,ev-a6a31427400a7363,node,ev-a6a31427400a7363,ev-a6a31427400a7363,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1516,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:30,ev-d03452f7f606ddd3,node,ev-d03452f7f606ddd3,ev-d03452f7f606ddd3,none,main.bicep#L1524,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:31,ev-27cc418b4ceb9fea,node,ev-27cc418b4ceb9fea,ev-27cc418b4ceb9fea,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1532,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:32,ev-180d91adebb55720,node,ev-180d91adebb55720,ev-180d91adebb55720,none,main.bicep#L1540,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:33,ev-9f0b16cfdac76724,node,ev-9f0b16cfdac76724,ev-9f0b16cfdac76724,none,main.bicep#L1548,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:34,ev-e2d87e095671a35a,node,ev-e2d87e095671a35a,ev-e2d87e095671a35a,none,main.bicep#L1556,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:2,ev-4ccdd5c4b5b3737f,node,ev-4ccdd5c4b5b3737f,ev-4ccdd5c4b5b3737f,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1564,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:3,ev-40610dc65e3bf8e7,node,ev-40610dc65e3bf8e7,ev-40610dc65e3bf8e7,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1572,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:4,ev-2c3d5b3fae18de9b,node,ev-2c3d5b3fae18de9b,ev-2c3d5b3fae18de9b,none,main.bicep#L1580,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:5,ev-5bb8a51ec338dd47,node,ev-5bb8a51ec338dd47,ev-5bb8a51ec338dd47,none,main.bicep#L1588,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:6,ev-961c76d4c903be67,node,ev-961c76d4c903be67,ev-961c76d4c903be67,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1596,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:7,ev-c6d9ffd6b69a286b,node,ev-c6d9ffd6b69a286b,ev-c6d9ffd6b69a286b,none,main.bicep#L1604,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:8,ev-7d6361efec9a0ed3,node,ev-7d6361efec9a0ed3,ev-7d6361efec9a0ed3,none,main.bicep#L1612,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:9,ev-36e35925d9f8997b,node,ev-36e35925d9f8997b,ev-36e35925d9f8997b,none,main.bicep#L1620,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:10,ev-c101bd2aba4ea3fa,node,ev-c101bd2aba4ea3fa,ev-c101bd2aba4ea3fa,none,main.bicep#L1628,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:11,ev-7301202adc00aa87,node,ev-7301202adc00aa87,ev-7301202adc00aa87,none,main.bicep#L1636,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:12,ev-47c054601c0bdcb3,node,ev-47c054601c0bdcb3,ev-47c054601c0bdcb3,none,main.bicep#L1644,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:13,ev-111acbbfc51ce69b,node,ev-111acbbfc51ce69b,ev-111acbbfc51ce69b,none,main.bicep#L1652,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:14,ev-c471c7c91b7a9412,node,ev-c471c7c91b7a9412,ev-c471c7c91b7a9412,none,main.bicep#L1660,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:15,ev-a3eccbfc50197718,node,ev-a3eccbfc50197718,ev-a3eccbfc50197718,none,main.bicep#L1668,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:16,ev-c0d2dcc80aa4e1e2,node,ev-c0d2dcc80aa4e1e2,ev-c0d2dcc80aa4e1e2,none,main.bicep#L1676,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:17,ev-d0d92f35750d0b85,node,ev-d0d92f35750d0b85,ev-d0d92f35750d0b85,none,main.bicep#L1684,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:18,ev-4145331ac1ceef33,node,ev-4145331ac1ceef33,ev-4145331ac1ceef33,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1692,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:19,ev-82b28385d97f6289,node,ev-82b28385d97f6289,ev-82b28385d97f6289,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1700,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:20,ev-9bd42306917a12cc,node,ev-9bd42306917a12cc,ev-9bd42306917a12cc,none,main.bicep#L1708,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:21,ev-163592556b938766,node,ev-163592556b938766,ev-163592556b938766,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1716,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:22,ev-0a0953d29a643936,node,ev-0a0953d29a643936,ev-0a0953d29a643936,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1724,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:24,ev-ff16e87167a68542,node,ev-ff16e87167a68542,ev-ff16e87167a68542,none,main.bicep#L1732,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:25,ev-387181ba174a8bd3,node,ev-387181ba174a8bd3,ev-387181ba174a8bd3,none,main.bicep#L1740,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:26,ev-61b65cb187714a71,node,ev-61b65cb187714a71,ev-61b65cb187714a71,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1748,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:27,ev-5c8dd007f95f06b0,node,ev-5c8dd007f95f06b0,ev-5c8dd007f95f06b0,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1756,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:29,ev-456a213bf779bbdd,node,ev-456a213bf779bbdd,ev-456a213bf779bbdd,none,main.bicep#L1764,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:30,ev-9665098259274021,node,ev-9665098259274021,ev-9665098259274021,none,main.bicep#L1772,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:31,ev-a170e021904396ef,node,ev-a170e021904396ef,ev-a170e021904396ef,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1780,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:32,ev-19f571220cdd9cf9,node,ev-19f571220cdd9cf9,ev-19f571220cdd9cf9,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1788,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:34,ev-edb12f04880cef96,node,ev-edb12f04880cef96,ev-edb12f04880cef96,none,main.bicep#L1796,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:35,ev-1398efcb2ecc90a6,node,ev-1398efcb2ecc90a6,ev-1398efcb2ecc90a6,none,main.bicep#L1804,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:36,ev-95399f9473793801,node,ev-95399f9473793801,ev-95399f9473793801,none,main.bicep#L1812,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:37,ev-48d4bd28d725c85a,node,ev-48d4bd28d725c85a,ev-48d4bd28d725c85a,none,main.bicep#L1820,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:2,ev-05b5c858c3d0b17e,node,ev-05b5c858c3d0b17e,ev-05b5c858c3d0b17e,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1828,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:3,ev-e7fc89e9b02929f8,node,ev-e7fc89e9b02929f8,ev-e7fc89e9b02929f8,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1836,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:4,ev-3b01ed2c70fec871,node,ev-3b01ed2c70fec871,ev-3b01ed2c70fec871,none,main.bicep#L1844,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:5,ev-9c8383ad9b883859,node,ev-9c8383ad9b883859,ev-9c8383ad9b883859,none,main.bicep#L1852,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:6,ev-4b70d44e2235fc34,node,ev-4b70d44e2235fc34,ev-4b70d44e2235fc34,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1860,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:7,ev-36df4f429cc96d31,node,ev-36df4f429cc96d31,ev-36df4f429cc96d31,none,main.bicep#L1868,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:8,ev-a740bc3b6ba68e82,edge,ev-a740bc3b6ba68e82,,none,main.bicep#L4176,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:9,ev-8f5783ea5eabe30d,node,ev-8f5783ea5eabe30d,ev-8f5783ea5eabe30d,none,main.bicep#L1876,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:10,ev-4c4a04841ff0c53f,node,ev-4c4a04841ff0c53f,ev-4c4a04841ff0c53f,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1884,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:11,ev-98e0e283f1a7dfd9,node,ev-98e0e283f1a7dfd9,ev-98e0e283f1a7dfd9,none,main.bicep#L1892,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:12,ev-24ecb66426564988,edge,ev-24ecb66426564988,,none,main.bicep#L4182,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:13,ev-bd9b11db69e33bc6,node,ev-bd9b11db69e33bc6,ev-bd9b11db69e33bc6,none,main.bicep#L1900,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:14,ev-d99023addee30b43,node,ev-d99023addee30b43,ev-d99023addee30b43,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1908,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:15,ev-252adf72f29e851c,node,ev-252adf72f29e851c,ev-252adf72f29e851c,none,main.bicep#L1916,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:16,ev-f40f4abbe413efe7,edge,ev-f40f4abbe413efe7,,none,main.bicep#L4188,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:17,ev-13e6fc7f538e633a,node,ev-13e6fc7f538e633a,ev-13e6fc7f538e633a,none,main.bicep#L1924,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:18,ev-123037a38e0505fe,node,ev-123037a38e0505fe,ev-123037a38e0505fe,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1932,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:19,ev-24f9a834a2a6c7c9,node,ev-24f9a834a2a6c7c9,ev-24f9a834a2a6c7c9,none,main.bicep#L1940,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:20,ev-1da45ba0d9af2176,edge,ev-1da45ba0d9af2176,,none,main.bicep#L4194,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:21,ev-de30f80af95ac432,node,ev-de30f80af95ac432,ev-de30f80af95ac432,none,main.bicep#L1948,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:22,ev-f941c11b12b684f2,node,ev-f941c11b12b684f2,ev-f941c11b12b684f2,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1956,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:23,ev-3ac498c28c1f130a,node,ev-3ac498c28c1f130a,ev-3ac498c28c1f130a,none,main.bicep#L1964,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:24,ev-867f0dccc910a4c8,edge,ev-867f0dccc910a4c8,,none,main.bicep#L4200,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:25,ev-7f1bb22df6519323,node,ev-7f1bb22df6519323,ev-7f1bb22df6519323,none,main.bicep#L1972,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:26,ev-4b5b5383ee0ff7cf,node,ev-4b5b5383ee0ff7cf,ev-4b5b5383ee0ff7cf,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L1980,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:27,ev-dde102cd4860b80f,node,ev-dde102cd4860b80f,ev-dde102cd4860b80f,none,main.bicep#L1988,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:28,ev-1a874d0e8072d169,edge,ev-1a874d0e8072d169,,none,main.bicep#L4206,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:29,ev-3d1423ae0aa780ad,node,ev-3d1423ae0aa780ad,ev-3d1423ae0aa780ad,none,main.bicep#L1996,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:30,ev-9d0b75493d173ac7,node,ev-9d0b75493d173ac7,ev-9d0b75493d173ac7,none,main.bicep#L2004,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:31,ev-859278d797dd8b9e,node,ev-859278d797dd8b9e,ev-859278d797dd8b9e,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2012,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:32,ev-e06acf93a87273a7,node,ev-e06acf93a87273a7,ev-e06acf93a87273a7,none,main.bicep#L2020,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:33,ev-c3867fe44d1aeabc,edge,ev-c3867fe44d1aeabc,,question:LOW_EDGE_CONFIDENCE,main.bicep#L4212,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:34,ev-1e4af984ab71abd2,node,ev-1e4af984ab71abd2,ev-1e4af984ab71abd2,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2028,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:35,ev-1655c34933c2ccb6,node,ev-1655c34933c2ccb6,ev-1655c34933c2ccb6,none,main.bicep#L2036,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:36,ev-082231873dc88dc7,edge,ev-082231873dc88dc7,,question:LOW_EDGE_CONFIDENCE,main.bicep#L4218,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:37,ev-47e8dbf5a54c1f70,node,ev-47e8dbf5a54c1f70,ev-47e8dbf5a54c1f70,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2044,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:38,ev-948ca6ea0657d643,node,ev-948ca6ea0657d643,ev-948ca6ea0657d643,none,main.bicep#L2052,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:39,ev-c0727de664f6cf8f,edge,ev-c0727de664f6cf8f,,question:LOW_EDGE_CONFIDENCE,main.bicep#L4224,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:40,ev-29fc7ca9e431f666,node,ev-29fc7ca9e431f666,ev-29fc7ca9e431f666,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2060,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:41,ev-aa849a22fd1d9541,node,ev-aa849a22fd1d9541,ev-aa849a22fd1d9541,none,main.bicep#L7,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:42,ev-8b39a031bbe62368,edge,ev-8b39a031bbe62368,,question:LOW_EDGE_CONFIDENCE,main.bicep#L4230,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:43,ev-c90e96c65895fdd5,node,ev-c90e96c65895fdd5,ev-c90e96c65895fdd5,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2068,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:44,ev-5b256cbfbe787bb7,node,ev-5b256cbfbe787bb7,ev-5b256cbfbe787bb7,none,main.bicep#L30,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:45,ev-f429a72e8eca1f88,edge,ev-f429a72e8eca1f88,,question:LOW_EDGE_CONFIDENCE,main.bicep#L4236,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:46,ev-9d21452221dbda37,node,ev-9d21452221dbda37,ev-9d21452221dbda37,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2076,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:47,ev-8654ecc43951369e,node,ev-8654ecc43951369e,ev-8654ecc43951369e,none,main.bicep#L2084,passed
