source_object,evidence_id,graph_object_type,graph_object_id,ir_object_id,question_or_decision,generated_code_location,validation_result
Architecture Diagram to IaC Compiler.pptx:slide16.xml:10,ev-b01a59642b45ff2d,node,ev-b01a59642b45ff2d,ev-b01a59642b45ff2d,none,main.bicep#L1139,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:11,ev-e983da3783d5b913,node,ev-e983da3783d5b913,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:12,ev-ea42ffcaaabfa6b2,node,ev-ea42ffcaaabfa6b2,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:13,ev-75063b4af078270f,node,ev-75063b4af078270f,ev-75063b4af078270f,none,main.bicep#L1147,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:14,ev-eaa3144a4e3152bb,node,ev-eaa3144a4e3152bb,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:15,ev-4952abc4b205dfc0,node,ev-4952abc4b205dfc0,ev-4952abc4b205dfc0,none,main.bicep#L1155,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:16,ev-2ac9addb6ff06f8f,node,ev-2ac9addb6ff06f8f,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:17,ev-195b4b0815e9155d,node,ev-195b4b0815e9155d,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:18,ev-c8b116c895f459a6,node,ev-c8b116c895f459a6,ev-c8b116c895f459a6,none,main.bicep#L1163,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:19,ev-4f507e855cbbf92b,node,ev-4f507e855cbbf92b,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:20,ev-b0613666adf2a906,node,ev-b0613666adf2a906,ev-b0613666adf2a906,none,main.bicep#L1171,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:21,ev-41d7f059e1a75144,node,ev-41d7f059e1a75144,ev-41d7f059e1a75144,none,main.bicep#L1179,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:22,ev-2d4208019a76dc43,node,ev-2d4208019a76dc43,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:23,ev-a0fbc24de90b45fd,node,ev-a0fbc24de90b45fd,ev-a0fbc24de90b45fd,none,main.bicep#L1187,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:24,ev-bad2dd9fc773edae,node,ev-bad2dd9fc773edae,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:25,ev-f6649a9e6be1efcb,node,ev-f6649a9e6be1efcb,ev-f6649a9e6be1efcb,none,main.bicep#L1195,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:26,ev-dda2e00fdc953ab3,node,ev-dda2e00fdc953ab3,ev-dda2e00fdc953ab3,none,main.bicep#L1203,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:27,ev-44cf3c7974550f7c,node,ev-44cf3c7974550f7c,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:28,ev-edccc52ad07c11df,node,ev-edccc52ad07c11df,ev-edccc52ad07c11df,none,main.bicep#L1211,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:29,ev-0b5e815d641c9bcc,node,ev-0b5e815d641c9bcc,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:30,ev-514696209c5b20af,node,ev-514696209c5b20af,ev-514696209c5b20af,none,main.bicep#L1219,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:31,ev-fbe0c871caaaba03,node,ev-fbe0c871caaaba03,ev-fbe0c871caaaba03,none,main.bicep#L1227,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:32,ev-06e68bad2a5a407b,node,ev-06e68bad2a5a407b,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:33,ev-9bbfbddbf39f4ebd,node,ev-9bbfbddbf39f4ebd,ev-9bbfbddbf39f4ebd,none,main.bicep#L1235,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:34,ev-32a6a151a895e629,node,ev-32a6a151a895e629,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:35,ev-90c32e05753fc69e,node,ev-90c32e05753fc69e,ev-90c32e05753fc69e,none,main.bicep#L1243,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:36,ev-436c1d0415442687,node,ev-436c1d0415442687,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:37,ev-1587c7da9d379328,node,ev-1587c7da9d379328,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:38,ev-8eadd238b73c8eef,node,ev-8eadd238b73c8eef,ev-8eadd238b73c8eef,none,main.bicep#L1251,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:39,ev-d801152ed0069759,node,ev-d801152ed0069759,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:40,ev-05deff7ed6b11209,node,ev-05deff7ed6b11209,ev-05deff7ed6b11209,none,main.bicep#L1259,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:41,ev-0fb007f65c197bc3,node,ev-0fb007f65c197bc3,ev-0fb007f65c197bc3,none,main.bicep#L1267,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:42,ev-e294ebd5380339c9,node,ev-e294ebd5380339c9,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide16.xml:43,ev-5f533def541eed55,node,ev-5f533def541eed55,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:2,ev-937c678a5bd004a4,node,ev-937c678a5bd004a4,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:3,ev-922be4409aa28630,node,ev-922be4409aa28630,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:4,ev-c381e059f50fca88,node,ev-c381e059f50fca88,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:5,ev-6158e67a8a72f337,node,ev-6158e67a8a72f337,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:7,ev-794cd818b007ac5f,node,ev-794cd818b007ac5f,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:8,ev-da07ce01adb8c289,edge,ev-da07ce01adb8c289,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1463,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:9,ev-45ca70e28afbc673,node,ev-45ca70e28afbc673,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:11,ev-472e9cc0cb0a0977,node,ev-472e9cc0cb0a0977,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:12,ev-c17d9f9628a0f18a,edge,ev-c17d9f9628a0f18a,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1469,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:13,ev-9d5d1161466e3a8a,node,ev-9d5d1161466e3a8a,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:15,ev-43615029073ebf9a,node,ev-43615029073ebf9a,ev-43615029073ebf9a,none,main.bicep#L1275,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:16,ev-fce3fbb1885ef8f9,edge,ev-fce3fbb1885ef8f9,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1475,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:17,ev-487ca8cc3dc21c5b,node,ev-487ca8cc3dc21c5b,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:19,ev-a9a95e62cb7c4a93,node,ev-a9a95e62cb7c4a93,ev-a9a95e62cb7c4a93,none,main.bicep#L1283,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:20,ev-f7727c2a16f438c7,node,ev-f7727c2a16f438c7,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide17.xml:21,ev-7777b2abf870ece2,node,ev-7777b2abf870ece2,,none,,passed
