source_object,evidence_id,graph_object_type,graph_object_id,ir_object_id,question_or_decision,generated_code_location,validation_result
Architecture Diagram to IaC Compiler.pptx:slide6.xml:17,ev-698af446e2a23798,node,ev-698af446e2a23798,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:19,ev-371cf735f0d1f61e,node,ev-371cf735f0d1f61e,ev-371cf735f0d1f61e,none,main.bicep#L403,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:20,ev-97b1b091a45d0217,node,ev-97b1b091a45d0217,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:21,ev-41d94442143ba22d,node,ev-41d94442143ba22d,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:22,ev-4e5992288f0e3eea,node,ev-4e5992288f0e3eea,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:24,ev-b550797d7c7cf799,node,ev-b550797d7c7cf799,ev-b550797d7c7cf799,none,main.bicep#L411,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:25,ev-ac2318b2abe1b00d,node,ev-ac2318b2abe1b00d,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:26,ev-4b18a3b9b998f0b4,node,ev-4b18a3b9b998f0b4,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:27,ev-d2e6ab25a61293a8,node,ev-d2e6ab25a61293a8,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:29,ev-1c4e34d514130a57,node,ev-1c4e34d514130a57,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:30,ev-8eba7995217fb96a,node,ev-8eba7995217fb96a,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:31,ev-f7851b62d4ae6c53,node,ev-f7851b62d4ae6c53,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:32,ev-bf76964022cd66bc,node,ev-bf76964022cd66bc,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:33,ev-1c034013035715b1,node,ev-1c034013035715b1,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide6.xml:34,ev-dda37f5c73f0af5f,node,ev-dda37f5c73f0af5f,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:2,ev-c45f2e34161fa672,node,ev-c45f2e34161fa672,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:3,ev-e0ebb65742e48994,node,ev-e0ebb65742e48994,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:4,ev-46b46541ef2e9977,node,ev-46b46541ef2e9977,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:5,ev-d6d011983620eae9,node,ev-d6d011983620eae9,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:6,ev-431585bdf6a0f5b6,node,ev-431585bdf6a0f5b6,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:7,ev-f407750e4d4ee510,node,ev-f407750e4d4ee510,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:9,ev-4872fd13e296de91,node,ev-4872fd13e296de91,ev-4872fd13e296de91,none,main.bicep#L419,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:10,ev-247988984a3314a2,node,ev-247988984a3314a2,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:12,ev-4879959b8399fcc7,node,ev-4879959b8399fcc7,ev-4879959b8399fcc7,none,main.bicep#L427,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:13,ev-974586519e951bb7,node,ev-974586519e951bb7,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:15,ev-c91e05c7239c6ac3,node,ev-c91e05c7239c6ac3,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:16,ev-aa917340c71f880d,node,ev-aa917340c71f880d,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:18,ev-7a00f826cb3d7256,node,ev-7a00f826cb3d7256,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:19,ev-8f0f4b6733b437d5,node,ev-8f0f4b6733b437d5,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:21,ev-f4a3c9b59e4060ac,node,ev-f4a3c9b59e4060ac,ev-f4a3c9b59e4060ac,none,main.bicep#L435,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:22,ev-ca921a4bc0a659cf,node,ev-ca921a4bc0a659cf,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:24,ev-bf1cbc4cca912816,node,ev-bf1cbc4cca912816,ev-bf1cbc4cca912816,none,main.bicep#L443,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:25,ev-5c073f623d20f84e,node,ev-5c073f623d20f84e,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:27,ev-a2880da762b9fc5a,node,ev-a2880da762b9fc5a,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:28,ev-a6a31427400a7363,node,ev-a6a31427400a7363,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:30,ev-d03452f7f606ddd3,node,ev-d03452f7f606ddd3,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:31,ev-27cc418b4ceb9fea,node,ev-27cc418b4ceb9fea,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:32,ev-180d91adebb55720,node,ev-180d91adebb55720,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:33,ev-9f0b16cfdac76724,node,ev-9f0b16cfdac76724,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide7.xml:34,ev-e2d87e095671a35a,node,ev-e2d87e095671a35a,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:2,ev-4ccdd5c4b5b3737f,node,ev-4ccdd5c4b5b3737f,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:3,ev-40610dc65e3bf8e7,node,ev-40610dc65e3bf8e7,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:4,ev-2c3d5b3fae18de9b,node,ev-2c3d5b3fae18de9b,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:5,ev-5bb8a51ec338dd47,node,ev-5bb8a51ec338dd47,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:6,ev-961c76d4c903be67,node,ev-961c76d4c903be67,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:7,ev-c6d9ffd6b69a286b,node,ev-c6d9ffd6b69a286b,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:8,ev-7d6361efec9a0ed3,node,ev-7d6361efec9a0ed3,ev-7d6361efec9a0ed3,none,main.bicep#L451,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:9,ev-36e35925d9f8997b,node,ev-36e35925d9f8997b,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:10,ev-c101bd2aba4ea3fa,node,ev-c101bd2aba4ea3fa,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:11,ev-7301202adc00aa87,node,ev-7301202adc00aa87,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:12,ev-47c054601c0bdcb3,node,ev-47c054601c0bdcb3,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:13,ev-111acbbfc51ce69b,node,ev-111acbbfc51ce69b,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:14,ev-c471c7c91b7a9412,node,ev-c471c7c91b7a9412,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:15,ev-a3eccbfc50197718,node,ev-a3eccbfc50197718,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:16,ev-c0d2dcc80aa4e1e2,node,ev-c0d2dcc80aa4e1e2,ev-c0d2dcc80aa4e1e2,none,main.bicep#L459,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:17,ev-d0d92f35750d0b85,node,ev-d0d92f35750d0b85,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:18,ev-4145331ac1ceef33,node,ev-4145331ac1ceef33,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:19,ev-82b28385d97f6289,node,ev-82b28385d97f6289,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:20,ev-9bd42306917a12cc,node,ev-9bd42306917a12cc,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:21,ev-163592556b938766,node,ev-163592556b938766,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:22,ev-0a0953d29a643936,node,ev-0a0953d29a643936,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:24,ev-ff16e87167a68542,node,ev-ff16e87167a68542,ev-ff16e87167a68542,none,main.bicep#L467,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:25,ev-387181ba174a8bd3,node,ev-387181ba174a8bd3,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:26,ev-61b65cb187714a71,node,ev-61b65cb187714a71,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:27,ev-5c8dd007f95f06b0,node,ev-5c8dd007f95f06b0,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:29,ev-456a213bf779bbdd,node,ev-456a213bf779bbdd,ev-456a213bf779bbdd,none,main.bicep#L475,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:30,ev-9665098259274021,node,ev-9665098259274021,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:31,ev-a170e021904396ef,node,ev-a170e021904396ef,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:32,ev-19f571220cdd9cf9,node,ev-19f571220cdd9cf9,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:34,ev-edb12f04880cef96,node,ev-edb12f04880cef96,ev-edb12f04880cef96,none,main.bicep#L483,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:35,ev-1398efcb2ecc90a6,node,ev-1398efcb2ecc90a6,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:36,ev-95399f9473793801,node,ev-95399f9473793801,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide8.xml:37,ev-48d4bd28d725c85a,node,ev-48d4bd28d725c85a,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:2,ev-05b5c858c3d0b17e,node,ev-05b5c858c3d0b17e,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:3,ev-e7fc89e9b02929f8,node,ev-e7fc89e9b02929f8,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:4,ev-3b01ed2c70fec871,node,ev-3b01ed2c70fec871,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:5,ev-9c8383ad9b883859,node,ev-9c8383ad9b883859,ev-9c8383ad9b883859,none,main.bicep#L491,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:6,ev-4b70d44e2235fc34,node,ev-4b70d44e2235fc34,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:7,ev-36df4f429cc96d31,node,ev-36df4f429cc96d31,ev-36df4f429cc96d31,none,main.bicep#L499,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:8,ev-a740bc3b6ba68e82,edge,ev-a740bc3b6ba68e82,,none,main.bicep#L1367,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:9,ev-8f5783ea5eabe30d,node,ev-8f5783ea5eabe30d,ev-8f5783ea5eabe30d,none,main.bicep#L507,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:10,ev-4c4a04841ff0c53f,node,ev-4c4a04841ff0c53f,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:11,ev-98e0e283f1a7dfd9,node,ev-98e0e283f1a7dfd9,ev-98e0e283f1a7dfd9,none,main.bicep#L515,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:12,ev-24ecb66426564988,edge,ev-24ecb66426564988,,none,main.bicep#L1373,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:13,ev-bd9b11db69e33bc6,node,ev-bd9b11db69e33bc6,ev-bd9b11db69e33bc6,none,main.bicep#L523,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:14,ev-d99023addee30b43,node,ev-d99023addee30b43,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:15,ev-252adf72f29e851c,node,ev-252adf72f29e851c,ev-252adf72f29e851c,none,main.bicep#L531,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:16,ev-f40f4abbe413efe7,edge,ev-f40f4abbe413efe7,,none,main.bicep#L1379,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:17,ev-13e6fc7f538e633a,node,ev-13e6fc7f538e633a,ev-13e6fc7f538e633a,none,main.bicep#L539,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:18,ev-123037a38e0505fe,node,ev-123037a38e0505fe,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:19,ev-24f9a834a2a6c7c9,node,ev-24f9a834a2a6c7c9,ev-24f9a834a2a6c7c9,none,main.bicep#L547,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:20,ev-1da45ba0d9af2176,edge,ev-1da45ba0d9af2176,,none,main.bicep#L1385,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:21,ev-de30f80af95ac432,node,ev-de30f80af95ac432,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:22,ev-f941c11b12b684f2,node,ev-f941c11b12b684f2,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:23,ev-3ac498c28c1f130a,node,ev-3ac498c28c1f130a,ev-3ac498c28c1f130a,none,main.bicep#L555,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:24,ev-867f0dccc910a4c8,edge,ev-867f0dccc910a4c8,,none,main.bicep#L1391,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:25,ev-7f1bb22df6519323,node,ev-7f1bb22df6519323,ev-7f1bb22df6519323,none,main.bicep#L563,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:26,ev-4b5b5383ee0ff7cf,node,ev-4b5b5383ee0ff7cf,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:27,ev-dde102cd4860b80f,node,ev-dde102cd4860b80f,ev-dde102cd4860b80f,none,main.bicep#L571,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:28,ev-1a874d0e8072d169,edge,ev-1a874d0e8072d169,,none,main.bicep#L1397,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:29,ev-3d1423ae0aa780ad,node,ev-3d1423ae0aa780ad,ev-3d1423ae0aa780ad,none,main.bicep#L579,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:30,ev-9d0b75493d173ac7,node,ev-9d0b75493d173ac7,ev-9d0b75493d173ac7,none,main.bicep#L587,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:31,ev-859278d797dd8b9e,node,ev-859278d797dd8b9e,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:32,ev-e06acf93a87273a7,node,ev-e06acf93a87273a7,ev-e06acf93a87273a7,none,main.bicep#L595,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:33,ev-c3867fe44d1aeabc,edge,ev-c3867fe44d1aeabc,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1403,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:34,ev-1e4af984ab71abd2,node,ev-1e4af984ab71abd2,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:35,ev-1655c34933c2ccb6,node,ev-1655c34933c2ccb6,ev-1655c34933c2ccb6,none,main.bicep#L603,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:36,ev-082231873dc88dc7,edge,ev-082231873dc88dc7,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1409,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:37,ev-47e8dbf5a54c1f70,node,ev-47e8dbf5a54c1f70,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:38,ev-948ca6ea0657d643,node,ev-948ca6ea0657d643,ev-948ca6ea0657d643,none,main.bicep#L611,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:39,ev-c0727de664f6cf8f,edge,ev-c0727de664f6cf8f,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1415,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:40,ev-29fc7ca9e431f666,node,ev-29fc7ca9e431f666,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:41,ev-aa849a22fd1d9541,node,ev-aa849a22fd1d9541,ev-aa849a22fd1d9541,none,main.bicep#L7,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:42,ev-8b39a031bbe62368,edge,ev-8b39a031bbe62368,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1421,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:43,ev-c90e96c65895fdd5,node,ev-c90e96c65895fdd5,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:44,ev-5b256cbfbe787bb7,node,ev-5b256cbfbe787bb7,ev-5b256cbfbe787bb7,none,main.bicep#L111,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:45,ev-f429a72e8eca1f88,edge,ev-f429a72e8eca1f88,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1427,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:46,ev-9d21452221dbda37,node,ev-9d21452221dbda37,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:47,ev-8654ecc43951369e,node,ev-8654ecc43951369e,ev-8654ecc43951369e,none,main.bicep#L619,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:48,ev-6bc4f1b7fa84e74d,node,ev-6bc4f1b7fa84e74d,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide9.xml:49,ev-a5caa246be1253a3,node,ev-a5caa246be1253a3,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:2,ev-ddfd93ccbe8fa1b2,node,ev-ddfd93ccbe8fa1b2,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:3,ev-8696e36af315f8e0,node,ev-8696e36af315f8e0,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:4,ev-a8f891aeeddcb8e5,node,ev-a8f891aeeddcb8e5,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:5,ev-f3a0c5883a1ffe2b,node,ev-f3a0c5883a1ffe2b,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:6,ev-a926e17ff37bd9dd,node,ev-a926e17ff37bd9dd,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:7,ev-93740da57a80363a,node,ev-93740da57a80363a,ev-93740da57a80363a,none,main.bicep#L627,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:8,ev-7935c7665163881f,node,ev-7935c7665163881f,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:9,ev-b13d537187a4dc25,node,ev-b13d537187a4dc25,ev-b13d537187a4dc25,none,main.bicep#L635,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:10,ev-5095c8ff0fa03b63,node,ev-5095c8ff0fa03b63,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:11,ev-44140de6a223b2bf,node,ev-44140de6a223b2bf,ev-44140de6a223b2bf,none,main.bicep#L643,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:12,ev-5403d1db16a3b786,node,ev-5403d1db16a3b786,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:13,ev-0837f3898a49ad29,node,ev-0837f3898a49ad29,ev-0837f3898a49ad29,none,main.bicep#L651,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:14,ev-316e623366f3cb4d,node,ev-316e623366f3cb4d,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:15,ev-821460e9de454f2d,node,ev-821460e9de454f2d,ev-821460e9de454f2d,none,main.bicep#L659,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:16,ev-4a68a44ad186e098,node,ev-4a68a44ad186e098,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:17,ev-82d85fa612e2fdb6,node,ev-82d85fa612e2fdb6,ev-82d85fa612e2fdb6,none,main.bicep#L667,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:18,ev-21317434cf9f8abb,node,ev-21317434cf9f8abb,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:19,ev-5c9af2a83b96bb8c,node,ev-5c9af2a83b96bb8c,ev-5c9af2a83b96bb8c,none,main.bicep#L675,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:20,ev-1010af463c2622be,node,ev-1010af463c2622be,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:21,ev-0a6e65bd1aba5a2e,node,ev-0a6e65bd1aba5a2e,ev-0a6e65bd1aba5a2e,none,main.bicep#L683,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:22,ev-75441227f512107d,node,ev-75441227f512107d,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:23,ev-e0e982e9391554f9,node,ev-e0e982e9391554f9,ev-e0e982e9391554f9,none,main.bicep#L691,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:24,ev-a41fefee4d17f142,node,ev-a41fefee4d17f142,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:25,ev-8b2a191ef49951e2,node,ev-8b2a191ef49951e2,ev-8b2a191ef49951e2,none,main.bicep#L699,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:26,ev-3d0d79f11cd2b7b6,edge,ev-3d0d79f11cd2b7b6,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1433,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:27,ev-5bb11a2e11d270ce,edge,ev-5bb11a2e11d270ce,,question:LOW_EDGE_CONFIDENCE,main.bicep#L1439,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:28,ev-56b606a1aff06f93,node,ev-56b606a1aff06f93,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:29,ev-eb721934a01f4f4f,node,ev-eb721934a01f4f4f,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:31,ev-7e86359723801c12,node,ev-7e86359723801c12,ev-7e86359723801c12,none,main.bicep#L707,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:32,ev-568c69eb3b9dabfa,node,ev-568c69eb3b9dabfa,ev-568c69eb3b9dabfa,none,main.bicep#L715,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:33,ev-18d6cf0cee695aac,node,ev-18d6cf0cee695aac,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:34,ev-eddfa49f2eafa1e7,node,ev-eddfa49f2eafa1e7,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:36,ev-3097478da374711f,node,ev-3097478da374711f,ev-3097478da374711f,none,main.bicep#L723,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:37,ev-0ca0b9b299dc3a46,node,ev-0ca0b9b299dc3a46,ev-0ca0b9b299dc3a46,none,main.bicep#L731,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:38,ev-a6bac2b3c0d128c9,node,ev-a6bac2b3c0d128c9,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:39,ev-f6dc889ccb842fab,node,ev-f6dc889ccb842fab,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide10.xml:40,ev-bbacb9184d97c247,node,ev-bbacb9184d97c247,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:2,ev-aeef17111ec48cfc,node,ev-aeef17111ec48cfc,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:3,ev-4414de8893aa0407,node,ev-4414de8893aa0407,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:4,ev-b6664bb98a937fb9,node,ev-b6664bb98a937fb9,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:5,ev-5c6b937e7943877b,node,ev-5c6b937e7943877b,,none,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:6,ev-e740803842048139,node,ev-e740803842048139,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:7,ev-1542ddda74ab4ef8,node,ev-1542ddda74ab4ef8,,question:DECORATIVE_SHAPE_UNLABELED,,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:8,ev-8f4945a687a94ed5,node,ev-8f4945a687a94ed5,ev-8f4945a687a94ed5,none,main.bicep#L739,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:9,ev-3407d9f53682c433,node,ev-3407d9f53682c433,ev-3407d9f53682c433,none,main.bicep#L747,passed
